sub cond rt
112 1 0.74375
112 2 0.542085
112 1 0.421429
112 1 0.450967
112 2 0.50426
112 2 0.423768
112 2 0.522659
112 2 0.418889
112 1 0.341765
112 2 0.539902
112 2 0.394089
112 1 0.38932
112 1 0.414142
112 2 0.513629
112 2 0.412639
112 1 0.467588
112 2 0.372432
112 2 0.689282
112 1 0.464497
112 1 0.410006
112 1 0.392967
112 2 0.35706
112 2 0.389423
112 2 0.468759
112 1 0.476551
112 1 0.35737
112 1 0.395654
112 1 0.350784
112 2 0.332235
112 2 0.418108
112 2 0.39694
112 1 0.505132
112 1 0.360594
112 1 0.389088
112 2 0.353177
112 1 0.326631
112 2 0.373454
112 1 0.514222
112 2 0.441782
112 2 0.40394
112 1 0.372198
112 1 0.354167
112 1 0.454586
112 2 0.365537
112 1 0.378974
112 2 0.50693
112 2 0.390597
112 2 0.530757
112 1 0.409562
112 1 0.477068
112 2 0.405879
112 1 0.425394
112 1 0.491225
112 1 0.379384
112 1 0.37098
112 1 0.375714
112 2 0.424666
112 2 0.341817
112 2 0.785252
112 1 0.373545
112 2 0.426764
112 2 0.485635
112 2 0.369766
112 2 0.390557
112 2 0.506704
112 1 0.373062
112 1 0.471302
112 1 0.395276
112 2 0.335424
112 1 0.560507
112 1 0.406015
112 2 0.4015
113 2 0.708386
113 1 0.555558
113 1 0.639231
113 1 0.488397
113 1 0.55251
113 2 0.51801
113 1 0.580839
113 1 0.588029
113 1 0.576261
113 1 0.667662
113 2 0.5645
113 2 0.626025
113 2 0.527818
113 2 0.582632
113 2 0.506522
113 1 0.569926
113 1 0.585295
113 1 0.460853
113 2 0.630348
113 2 0.534019
113 2 0.556157
113 1 0.601666
113 1 0.949184
113 2 0.803491
113 1 0.494117
113 1 0.457962
113 2 0.67695
113 2 0.567992
113 1 0.572852
113 2 0.760692
113 1 0.668768
113 2 0.451932
113 2 0.584678
113 1 0.644855
113 1 0.655068
113 1 0.928607
113 2 0.527527
113 2 0.478345
113 2 0.505986
113 2 0.559046
113 2 0.636554
113 2 0.526364
113 1 0.557176
113 1 0.618705
113 1 0.596532
113 1 0.566245
113 1 0.640863
113 2 0.603173
113 2 1.038744
113 1 0.931866
113 2 0.78685
113 1 0.743103
113 2 0.472843
113 1 0.457723
113 2 0.467198
113 1 0.596002
113 2 0.568193
113 1 0.484997
113 2 1.037177
113 1 0.606495
113 2 0.654183
113 2 0.535712
113 2 0.630748
113 1 0.513598
113 2 0.521078
113 1 0.454887
113 1 0.648334
113 2 0.595346
113 1 0.548349
113 2 0.722508
113 2 0.585379
113 2 0.467349
113 2 0.644174
113 2 0.622373
113 1 0.657222
113 1 0.65874
113 2 0.548283
113 2 0.510401
113 1 0.587505
113 1 0.414487
113 1 0.481936
113 2 0.510542
113 2 0.590029
113 2 0.56219
113 1 0.679708
113 1 0.560564
113 1 0.630081
113 1 0.608922
113 1 0.500443
113 2 0.426931
113 2 0.621692
113 1 0.416006
113 2 0.526641
113 1 0.490917
113 1 0.475
113 1 0.539801
113 2 0.553977
113 1 0.527427
113 2 0.446267
113 1 0.495362
113 2 0.535744
113 2 0.581914
113 1 0.506751
113 1 0.530231
113 1 0.953071
113 1 0.449959
113 1 0.452051
113 1 0.533658
113 1 0.539853
113 2 0.650583
113 2 0.612104
113 1 0.695629
113 2 0.567844
113 1 0.660147
113 2 0.43312
113 1 0.635942
113 2 0.502315
113 2 0.557764
113 2 0.635271
113 2 0.580553
113 1 0.521401
113 2 0.584204
113 2 0.660378
113 1 0.589938
113 1 0.569546
113 2 0.566415
113 2 0.506363
113 1 0.536002
113 2 0.510142
113 2 0.917635
113 1 0.636592
113 1 0.550795
113 1 0.609456
113 2 0.484931
113 2 0.516005
113 2 0.769081
113 1 0.574753
113 1 0.547635
113 1 0.45699
113 1 0.562455
113 2 0.543957
113 2 0.460301
113 2 0.741744
113 1 0.499949
113 1 0.948124
113 1 0.498417
113 2 0.714575
113 1 0.618102
113 2 0.691957
113 1 0.660153
113 2 0.725729
113 2 0.596595
113 1 0.539612
113 1 0.421882
113 1 0.721991
113 2 0.605797
113 1 0.457315
113 2 0.60826
113 2 0.548235
113 2 0.586416
113 1 0.542549
113 1 0.820722
113 2 0.543636
113 1 0.581839
113 1 0.402582
113 1 0.438064
113 1 0.502654
113 1 0.470144
113 2 0.418347
113 2 0.453143
113 2 0.586105
113 2 0.782316
113 1 0.59521
113 2 0.469816
113 2 0.558601
113 2 0.50539
113 2 0.568862
113 1 0.465912
113 1 0.579195
113 1 0.538748
113 2 0.776957
113 1 0.561489
113 1 0.470966
113 2 0.495762
114 2 0.623369
114 1 0.467044
114 1 0.922009
114 1 0.599958
114 1 0.556153
114 2 0.72965
114 1 0.536532
114 1 0.715697
114 1 0.527739
114 2 0.518528
114 1 0.605367
114 2 0.576888
114 2 0.565725
114 2 0.533993
114 2 1.124147
114 2 0.60219
114 1 0.733738
114 1 1.007204
114 1 0.627589
114 2 0.478439
114 2 0.956096
114 2 0.601737
114 1 0.685267
114 1 0.46944
114 2 0.525293
114 1 0.556068
114 1 0.557744
114 1 0.523284
114 2 0.778219
114 2 0.52033
114 1 0.783154
114 1 0.825922
114 2 0.476996
114 2 0.646994
114 1 0.577194
114 1 0.59001
114 1 0.418151
114 2 0.500967
114 2 0.436449
114 2 0.541392
114 2 0.494387
114 2 0.638572
114 2 0.586873
114 1 0.527024
114 1 0.405868
114 1 0.544297
114 1 0.513626
114 1 0.592912
114 2 0.443908
114 2 0.597115
114 1 0.636011
114 1 0.526193
114 2 0.781049
114 1 0.769937
114 2 0.608609
114 1 0.520981
114 2 0.511795
114 1 0.447254
114 1 0.656848
114 2 0.618408
114 1 0.484296
114 2 0.617921
114 2 0.612741
114 2 0.613167
114 1 0.584687
114 2 0.972902
114 1 0.504851
114 1 0.624346
114 2 0.574738
114 1 0.619059
114 2 0.477884
114 2 0.526715
114 2 0.643452
114 2 0.637683
114 1 0.575867
114 1 0.972724
114 2 0.617694
114 2 0.521924
114 1 0.675067
114 1 0.490114
114 1 0.538252
114 2 1.047666
114 2 0.641995
114 2 0.652169
114 1 0.501639
114 1 0.645195
114 1 0.439386
114 1 0.553557
114 1 0.502027
114 2 0.557488
114 2 0.587009
114 1 0.46131
114 2 0.684755
114 2 0.612972
114 1 0.733741
114 1 0.49997
114 1 0.508135
114 2 0.826582
114 1 0.621519
114 2 0.888389
114 1 0.520674
114 2 0.515828
114 2 0.5704
114 1 0.50314
114 1 0.518624
114 1 0.521752
114 1 1.095549
114 1 0.582886
114 2 0.659359
114 2 0.996836
114 2 0.53717
114 1 0.863343
114 2 0.593002
114 1 0.818303
114 2 0.724626
114 1 0.563539
114 2 1.190949
114 2 1.131363
114 2 0.834384
114 2 0.592971
114 1 0.677203
114 2 0.822021
114 2 0.687997
114 1 0.784238
114 1 0.548098
114 2 0.602233
114 2 0.674684
114 1 0.64609
114 2 0.632289
114 2 0.651182
114 1 0.508667
114 1 0.572147
114 1 1.177925
114 2 0.750917
114 2 0.606607
114 2 0.814329
114 1 1.112979
114 1 0.495637
114 1 0.531039
114 1 0.849842
114 2 0.5871
114 2 0.55378
114 2 0.623249
114 1 0.666092
114 1 0.611698
114 1 0.846204
114 2 0.560443
114 1 0.589948
114 2 0.634137
114 1 0.556348
114 2 0.617854
114 2 0.548671
114 1 0.556033
114 1 0.516382
114 1 0.604901
114 2 0.779905
114 1 0.551804
114 2 0.812912
114 2 0.556654
114 2 0.538146
114 1 0.616332
114 1 0.643821
114 2 0.65402
114 1 0.599384
114 1 0.595542
114 1 0.517865
114 1 0.548665
114 2 0.786865
114 2 0.479113
114 2 0.6709
114 2 0.581273
114 2 0.669123
114 1 0.590003
114 2 0.633092
114 2 0.595943
114 2 0.669922
114 2 0.710784
114 2 0.765344
114 1 0.826405
114 1 0.561503
114 1 0.587838
114 2 0.712033
114 1 0.658988
114 1 0.772557
114 2 0.585401
115 2 0.924021
115 1 0.671273
115 1 0.60427
115 1 0.790823
115 1 0.75504
115 2 0.624624
115 1 0.715452
115 1 0.837525
115 1 0.704312
115 2 0.631824
115 1 0.762667
115 2 0.82422
115 2 0.755188
115 2 1.033618
115 2 0.634964
115 2 0.645142
115 1 0.703345
115 1 0.660431
115 1 0.712859
115 2 0.664352
115 2 0.627381
115 2 0.654293
115 1 0.735775
115 1 0.71701
115 2 0.819916
115 1 0.718854
115 1 0.923991
115 1 0.682912
115 2 0.707355
115 2 0.558114
115 1 0.65964
115 2 0.557118
115 1 0.940368
115 2 0.667837
115 2 0.788709
115 2 0.536971
115 1 0.799164
115 1 0.587375
115 1 0.815554
115 2 0.675142
115 2 0.628027
115 2 0.598746
115 2 0.696725
115 2 0.536882
115 2 0.572896
115 1 0.697708
115 1 0.689922
115 1 0.610141
115 1 0.688225
115 1 0.547783
115 2 0.560122
115 1 0.701575
115 1 0.573128
115 2 0.593991
115 1 0.734106
115 2 0.626005
115 1 0.579587
115 2 0.592481
115 1 0.876588
115 2 0.653605
115 1 0.655106
115 2 0.831615
115 1 0.618548
115 2 0.758994
115 2 0.660604
115 2 0.688294
115 2 0.629754
115 1 0.640613
115 1 0.674779
115 2 0.69855
115 1 0.785605
115 2 0.820865
115 2 0.911847
115 2 0.76162
115 2 1.15925
115 2 0.804924
115 1 0.672497
115 1 0.55333
115 2 0.741846
115 2 0.683766
115 1 0.586376
115 1 0.549053
115 1 0.539228
115 2 0.594925
115 2 0.74309
115 2 0.605323
115 1 0.84885
115 1 0.499091
115 1 0.490177
115 1 0.55436
115 1 0.615855
115 2 0.571374
115 2 0.728189
115 1 0.580583
115 2 0.654189
115 2 0.567658
115 1 0.658992
115 1 0.50852
115 1 0.546946
115 2 0.521182
115 1 0.503926
115 2 0.551389
115 1 0.524905
115 2 0.60948
115 2 0.629012
115 1 0.502846
115 1 0.550298
115 1 0.627787
115 1 0.550123
115 1 0.662615
115 1 1.007157
115 2 0.603596
115 2 0.591069
115 2 0.563246
115 1 0.656695
115 2 0.618261
115 1 0.775617
115 2 0.59185
115 1 0.571983
115 2 0.548164
115 2 0.530232
115 2 0.617009
115 2 0.620005
115 1 0.742879
115 2 0.86113
115 2 0.718718
115 1 0.836592
115 1 0.724348
115 2 0.827202
115 2 0.521748
115 1 0.524693
115 2 0.570548
115 2 0.959373
115 1 0.573
115 1 0.777816
115 1 0.74757
115 2 0.51378
115 2 0.629224
115 2 0.682232
115 1 0.692803
115 1 0.62901
115 1 0.533686
115 1 0.443858
115 2 0.548986
115 2 0.55836
115 2 0.643822
115 1 0.542018
115 1 0.660204
115 1 0.564673
115 2 0.50616
115 1 0.521724
115 2 0.52845
115 1 0.535247
115 2 0.669422
115 2 0.566279
115 1 0.781344
115 1 0.691401
115 1 0.604678
115 2 0.62498
115 1 0.531864
115 2 0.565204
115 2 0.804275
115 2 0.831861
115 1 0.578783
115 1 0.551627
115 2 0.516093
115 1 0.579576
115 1 0.896427
115 1 0.600659
115 1 0.52302
115 1 0.609806
115 2 0.725335
115 2 0.628169
115 2 0.590001
115 2 0.495705
115 2 0.692291
115 1 0.516496
115 2 0.683424
115 2 0.588311
115 2 0.610156
115 2 0.685599
115 2 0.764792
115 1 0.471201
115 1 0.566805
115 1 0.540415
115 2 0.55459
115 1 0.701536
115 1 0.573035
115 2 0.561912
116 2 0.629074
116 1 0.55947
116 1 0.640352
116 1 0.562417
116 2 0.735945
116 1 0.622172
116 1 0.795333
116 1 0.859469
116 2 0.812993
116 1 0.592573
116 2 0.708831
116 2 0.652261
116 2 0.688038
116 2 0.784233
116 2 0.59548
116 1 0.52764
116 1 0.56703
116 1 0.566668
116 2 0.804155
116 2 0.537943
116 2 0.9201
116 1 0.623055
116 1 0.608994
116 2 0.612391
116 1 0.543909
116 1 0.578244
116 1 0.743039
116 2 0.541457
116 2 0.625514
116 1 0.884376
116 2 0.572618
116 1 0.513251
116 2 0.652206
116 2 0.724718
116 2 0.459616
116 1 0.549062
116 1 0.643214
116 1 0.789424
116 2 0.489632
116 2 0.529803
116 2 0.545103
116 2 0.742495
116 2 0.692727
116 2 0.578405
116 1 0.582213
116 1 0.875071
116 1 0.484015
116 1 0.66326
116 1 0.679174
116 2 0.571894
116 1 0.587028
116 1 0.791206
116 2 0.803446
116 2 0.884519
116 1 0.642935
116 2 0.604154
116 1 0.543643
116 1 0.683925
116 2 0.73217
116 1 0.587034
116 2 0.47598
116 2 0.675866
116 2 0.65287
116 1 0.582403
116 2 0.643234
116 1 0.677426
116 1 0.574263
116 2 0.635339
116 1 0.602634
116 2 0.766158
116 2 0.827874
116 2 0.743771
116 2 0.614018
116 2 0.697474
116 1 0.744691
116 1 0.566936
116 2 0.596457
116 2 0.717609
116 1 0.64261
116 1 0.566887
116 1 0.5644
116 2 0.677374
116 2 0.926312
116 2 0.653254
116 1 0.741743
116 1 0.555963
116 1 0.577449
116 1 0.662277
116 1 0.759828
116 2 0.533399
116 2 0.828192
116 1 0.594946
116 2 0.776811
116 2 0.773716
116 1 0.571904
116 1 0.688737
116 1 0.616011
116 2 0.619456
116 1 0.558279
116 2 0.635779
116 1 0.845984
116 2 0.609876
116 2 0.637393
116 1 0.542625
116 1 0.58873
116 1 0.552859
116 1 0.523214
116 1 0.693011
116 1 0.74121
116 2 0.686007
116 2 0.646174
116 2 0.61634
116 1 0.611844
116 2 0.567361
116 1 0.742109
116 2 0.681707
116 1 0.64258
116 2 0.564321
116 2 1.080812
116 2 0.609937
116 2 0.666229
116 1 0.579735
116 2 0.728595
116 2 0.83148
116 1 0.673406
116 1 0.599813
116 2 0.555939
116 2 0.564907
116 1 0.617885
116 2 0.611736
116 2 0.951261
116 1 0.620911
116 1 0.559734
116 1 0.58538
116 2 0.605559
116 2 1.098544
116 2 0.72763
116 1 0.692829
116 1 0.549081
116 1 0.678768
116 1 0.511595
116 2 0.559079
116 2 0.55206
116 2 0.765546
116 1 0.587068
116 1 0.663263
116 1 0.536783
116 2 0.605941
116 1 0.593448
116 2 0.565622
116 1 0.579159
116 2 0.695927
116 2 0.648146
116 1 0.575149
116 1 0.601211
116 1 0.595668
116 2 0.615311
116 1 0.570857
116 2 0.513481
116 2 0.749766
116 2 0.612023
116 1 0.631491
116 1 0.482361
116 2 0.571133
116 1 0.647985
116 1 0.633161
116 1 0.620006
116 1 0.508311
116 1 0.57185
116 2 0.856796
116 2 0.538243
116 2 0.687437
116 2 0.54371
116 2 0.822897
116 1 0.513787
116 2 0.729551
116 2 0.832441
116 2 0.82712
116 2 0.838067
116 2 0.696301
116 1 0.618362
116 1 0.605439
116 1 0.667807
116 2 1.004657
116 1 0.594362
116 1 0.646525
116 2 0.736708
117 2 0.737525
117 1 1.318673
117 1 0.748315
117 1 1.386534
117 1 0.631057
117 2 0.72185
117 1 0.736767
117 1 0.726487
117 1 0.699555
117 2 0.843831
117 1 0.774054
117 2 0.75499
117 2 0.752573
117 2 0.814072
117 2 0.665654
117 2 0.707178
117 1 0.698869
117 1 0.725952
117 1 0.588041
117 2 0.696203
117 2 0.665955
117 2 0.674441
117 1 0.651355
117 1 0.644852
117 2 0.703056
117 1 0.702626
117 1 0.700347
117 1 0.627935
117 2 0.629972
117 2 0.703776
117 1 0.62329
117 2 0.650129
117 1 0.76233
117 2 0.620903
117 2 0.744541
117 1 0.622766
117 1 0.737738
117 1 0.759842
117 2 0.644386
117 2 0.678619
117 2 0.627194
117 2 0.759068
117 2 0.63557
117 2 0.785928
117 1 0.734167
117 1 0.820404
117 1 0.599311
117 1 0.760424
117 1 0.660693
117 2 0.640708
117 2 0.826896
117 1 0.688639
117 1 0.664855
117 2 0.626375
117 1 1.261299
117 2 0.657501
117 1 0.674589
117 2 1.627477
117 1 0.67766
117 2 0.686522
117 1 0.574768
117 2 0.739592
117 1 0.713819
117 2 0.748863
117 2 0.771092
117 2 0.631183
117 1 0.946066
117 2 0.744371
117 1 0.934591
117 1 0.636906
117 2 0.583594
117 1 0.608691
117 2 0.700208
117 2 0.724402
117 2 0.811566
117 2 0.703176
117 2 0.741743
117 1 0.555943
117 1 0.529439
117 2 0.672215
117 2 0.69505
117 1 0.573245
117 1 0.588956
117 1 0.625114
117 2 0.736966
117 2 0.783203
117 2 0.587093
117 1 0.759367
117 1 0.596835
117 1 0.641014
117 1 0.747237
117 1 0.793427
117 2 0.645649
117 2 0.759876
117 1 0.611947
117 2 0.820186
117 2 0.615228
117 1 0.624262
117 1 0.643104
117 1 0.5893
117 2 0.713446
117 1 0.593063
117 2 0.765169
117 1 0.618744
117 2 1.147125
117 2 0.593502
117 1 0.7977
117 1 0.529921
117 1 0.527776
117 1 0.76946
117 1 0.654387
117 1 0.604635
117 1 0.712144
117 2 0.579258
117 2 0.543119
117 2 0.605239
117 1 0.696783
117 2 0.648966
117 1 0.858724
117 2 1.408237
117 1 0.684007
117 2 0.713808
117 2 0.729339
117 2 0.727238
117 2 0.73169
117 1 0.706564
117 2 0.754117
117 2 0.655703
117 1 0.793227
117 1 0.664635
117 2 0.762228
117 2 0.60926
117 1 0.777599
117 2 0.606476
117 2 0.754014
117 1 0.646577
117 1 0.624845
117 1 0.611191
117 2 0.670692
117 2 0.676
117 2 0.698986
117 1 0.619508
117 1 0.566382
117 1 0.529133
117 1 0.767963
117 2 0.588887
117 2 0.70236
117 2 0.772935
117 1 0.617805
117 1 1.004674
117 1 0.600322
117 2 0.595808
117 1 0.607983
117 2 0.659512
117 1 0.661032
117 2 0.629557
117 2 0.720444
117 1 0.657496
117 1 1.154596
117 1 0.729047
117 2 0.875502
117 1 0.764476
117 2 0.911194
117 2 0.725313
117 2 1.42825
117 1 0.703437
117 1 0.830948
117 2 0.777851
117 1 0.70277
117 1 0.662333
117 1 0.703844
117 1 0.688594
117 1 0.616713
117 2 1.172334
117 2 0.673336
117 2 0.650245
117 2 0.603962
117 2 0.758354
117 1 1.203914
117 2 0.593938
117 2 0.630081
117 2 0.813355
117 2 1.737009
117 2 0.63958
117 1 0.594259
117 1 0.74128
117 1 0.703004
117 2 0.846625
117 1 0.545461
117 1 0.65559
117 2 1.049162
118 2 0.644215
118 1 0.556048
118 1 0.607187
118 1 0.634762
118 1 0.603991
118 2 0.767485
118 1 0.71653
118 1 0.655918
118 1 0.655285
118 2 0.480942
118 1 0.793812
118 2 0.694062
118 2 0.790344
118 2 0.744832
118 2 0.599135
118 2 0.578335
118 1 0.687209
118 1 0.554208
118 1 0.871958
118 2 0.720957
118 2 0.620787
118 2 0.67976
118 1 0.640599
118 1 0.634853
118 2 0.581079
118 1 0.577011
118 1 0.604098
118 1 0.647609
118 2 0.585574
118 2 0.615381
118 1 0.705936
118 2 0.529494
118 1 0.627558
118 2 0.65931
118 2 0.652864
118 1 0.530975
118 1 0.673887
118 1 0.874814
118 2 0.643817
118 2 0.678073
118 2 0.618615
118 2 0.643857
118 2 0.670167
118 2 0.572596
118 1 0.50545
118 1 0.583994
118 1 0.604221
118 1 0.801038
118 1 0.831727
118 2 0.542924
118 2 0.677133
118 1 0.53221
118 1 0.595093
118 2 0.686335
118 1 0.646546
118 2 0.735039
118 1 0.618848
118 2 0.644762
118 1 0.671027
118 2 0.839919
118 1 0.698221
118 2 0.80252
118 1 0.438163
118 2 0.705892
118 2 0.696467
118 2 0.686481
118 1 0.774719
118 2 0.579699
118 1 0.576557
118 1 0.669447
118 2 0.638366
118 1 0.681525
118 2 0.65847
118 2 0.764031
118 2 0.738558
118 2 0.615868
118 2 0.699463
118 1 0.603688
118 1 0.655264
118 2 0.60883
118 2 0.817558
118 1 0.690785
118 1 0.538576
118 1 0.616806
118 2 0.586046
118 2 0.638254
118 2 0.60744
118 1 0.715086
118 1 0.538702
118 1 0.528806
118 1 0.599732
118 1 0.61994
118 2 0.630944
118 2 0.633738
118 1 0.615172
118 2 0.679748
118 2 0.752687
118 1 0.581752
118 1 0.649615
118 1 0.827901
118 2 0.638865
118 1 0.577109
118 2 0.437948
118 1 0.568114
118 2 0.643217
118 2 0.733424
118 1 0.5644
118 1 0.601928
118 1 0.557509
118 1 0.948618
118 1 0.611008
118 1 0.56699
118 1 0.563895
118 2 0.714409
118 2 0.625977
118 2 0.716894
118 2 0.745109
118 1 1.020324
118 2 0.629761
118 1 0.687745
118 2 1.090928
118 2 0.731331
118 2 0.602282
118 2 0.637421
118 1 1.006696
118 2 0.64241
118 2 0.740627
118 1 0.802953
118 1 0.68276
118 2 0.64366
118 2 0.507236
118 1 0.590953
118 2 0.747155
118 2 0.713447
118 1 0.57708
118 1 0.589931
118 1 0.567454
118 2 0.628298
118 2 0.715213
118 2 0.719727
118 1 1.038751
118 1 0.585181
118 1 0.517238
118 1 0.500043
118 2 0.532316
118 2 0.768805
118 2 0.773721
118 1 1.098732
118 1 0.691087
118 1 0.771423
118 2 0.671373
118 2 0.7165
118 1 0.67612
118 2 0.676955
118 2 0.965969
118 1 0.849302
118 1 0.562137
118 1 0.592744
118 2 0.535883
118 1 0.590069
118 2 0.777268
118 2 0.686244
118 1 0.718549
118 1 0.781392
118 2 0.482376
118 1 0.642238
118 1 0.636453
118 1 0.654732
118 1 0.58252
118 1 0.547393
118 2 0.793555
118 2 0.605909
118 2 0.569435
118 2 0.524915
118 2 0.727589
118 1 0.518498
118 2 0.643825
118 2 0.622139
118 2 0.724821
118 2 0.643784
118 2 0.606019
118 1 0.472021
118 1 0.563189
118 1 0.675589
118 2 0.708544
118 1 0.540225
118 1 0.706442
118 2 0.626046
119 2 0.892005
119 1 0.772226
119 1 0.780775
119 1 0.577674
119 1 0.622533
119 2 0.62538
119 1 0.73925
119 1 0.62524
119 1 0.567556
119 2 0.8764
119 1 0.733329
119 2 0.795227
119 2 0.695505
119 2 0.876615
119 2 0.781524
119 2 0.578426
119 1 0.791281
119 1 0.576664
119 1 0.841584
119 2 0.9068
119 2 0.712779
119 2 0.864343
119 1 0.841943
119 1 0.668196
119 2 0.637069
119 1 0.615281
119 1 0.688674
119 1 0.696875
119 2 0.799304
119 2 0.894492
119 1 0.717752
119 2 0.580658
119 1 0.728572
119 2 0.709698
119 2 0.885259
119 2 0.732512
119 1 1.475471
119 1 0.660592
119 1 0.758139
119 2 0.73969
119 2 0.649915
119 2 0.687052
119 2 1.093012
119 2 1.112428
119 1 0.6391
119 1 0.721281
119 1 0.90415
119 1 0.732522
119 1 0.867677
119 2 0.640218
119 2 0.65038
119 1 0.555804
119 1 0.801285
119 2 0.644891
119 1 0.679095
119 2 0.762539
119 1 0.870452
119 2 0.903348
119 1 0.711025
119 2 0.88659
119 1 0.862868
119 2 0.807464
119 1 0.691071
119 2 0.780207
119 2 0.801109
119 2 0.749657
119 1 0.79485
119 2 0.91113
119 1 0.814755
119 1 0.794345
119 2 0.81751
119 1 0.855373
119 2 0.84798
119 2 0.914251
119 2 0.759512
119 2 0.861174
119 2 0.902656
119 1 0.878328
119 1 0.694256
119 2 0.822474
119 2 0.73649
119 1 0.853175
119 1 0.655922
119 1 0.793481
119 2 0.866634
119 2 0.860253
119 2 0.837902
119 1 1.119173
119 1 0.85416
119 1 0.887842
119 1 0.768067
119 1 0.892998
119 2 0.68527
119 2 0.789493
119 1 0.744259
119 2 1.029541
119 2 0.824557
119 1 0.711872
119 1 0.911444
119 1 0.823034
119 2 1.257998
119 1 0.699746
119 2 0.891977
119 1 0.859236
119 2 0.752707
119 2 0.774298
119 1 1.219178
119 1 0.79829
119 1 1.969576
119 1 0.652457
119 1 0.646033
119 1 0.699015
119 1 0.867241
119 2 0.784776
119 2 0.716994
119 2 0.691878
119 1 1.404137
119 2 0.703954
119 1 0.663687
119 2 0.627052
119 1 0.717948
119 2 0.7311
119 2 0.696951
119 2 0.705121
119 2 0.740968
119 1 0.859208
119 2 0.836766
119 2 0.711071
119 1 0.861613
119 1 0.911409
119 2 0.775044
119 2 0.639142
119 1 0.717198
119 2 0.684085
119 2 0.972292
119 1 0.737303
119 1 0.903516
119 1 0.695395
119 2 0.655593
119 2 0.673208
119 2 0.978231
119 1 0.885394
119 1 0.98172
119 1 0.782535
119 1 0.715415
119 2 0.770952
119 2 0.72952
119 2 0.84838
119 1 0.698719
119 1 0.754924
119 1 0.952547
119 2 0.830098
119 1 0.90404
119 2 0.695666
119 1 0.807882
119 2 0.883474
119 2 0.884468
119 1 0.802283
119 1 0.874536
119 1 0.763126
119 2 0.691631
119 1 0.723832
119 2 0.84792
119 2 0.791757
119 2 0.828053
119 1 0.654948
119 1 0.768493
119 2 0.637385
119 1 0.758582
119 1 0.66815
119 1 0.837031
119 1 0.644202
119 1 0.958321
119 2 1.076007
119 2 0.668076
119 2 0.764931
119 2 0.755363
119 2 0.806705
119 1 0.690321
119 2 0.887679
119 2 0.776044
119 2 0.827873
119 2 0.710754
119 2 0.830308
119 1 0.58812
119 1 0.655866
119 1 0.646121
119 2 1.048334
119 1 0.801213
119 1 0.73276
119 2 0.658701
120 2 0.731815
120 1 0.594911
120 1 0.735302
120 1 1.061536
120 1 0.575176
120 2 0.684012
120 1 0.619233
120 1 0.693776
120 1 0.871491
120 2 0.656479
120 1 0.721987
120 2 0.775919
120 2 0.628801
120 2 0.826512
120 2 0.661408
120 2 0.734948
120 1 0.597177
120 1 0.604265
120 1 0.650365
120 2 0.803971
120 2 0.608058
120 2 0.715583
120 1 0.627065
120 1 0.565947
120 2 0.723432
120 1 0.634327
120 1 0.689025
120 1 0.513206
120 2 0.568308
120 2 0.723286
120 1 0.60218
120 2 0.789694
120 1 0.670024
120 2 0.629176
120 2 0.768014
120 2 0.732933
120 1 0.626798
120 1 0.685656
120 2 0.751374
120 2 0.732972
120 2 0.696781
120 2 0.734545
120 2 0.692761
120 2 0.524444
120 1 0.579255
120 1 0.944091
120 1 0.654383
120 1 0.764049
120 1 0.56862
120 2 0.678376
120 2 0.855274
120 1 0.592017
120 1 0.708192
120 2 0.627711
120 1 0.734644
120 2 0.675996
120 1 0.595205
120 2 1.007415
120 1 0.73102
120 2 0.825917
120 1 0.596839
120 2 0.920052
120 1 0.606946
120 2 0.73938
120 2 0.681593
120 2 0.579333
120 2 0.700084
120 1 0.788302
120 1 0.704543
120 2 0.650352
120 1 0.884061
120 2 0.852384
120 2 0.764982
120 2 0.676771
120 2 0.741629
120 2 0.531851
120 1 0.80269
120 1 0.622236
120 2 0.76012
120 2 0.65682
120 1 0.60273
120 1 0.557478
120 1 0.578901
120 2 0.638596
120 2 0.640778
120 2 0.59494
120 1 0.839179
120 1 0.825416
120 1 0.50032
120 1 0.682805
120 1 0.587682
120 2 0.527806
120 2 0.742668
120 1 0.523706
120 2 0.782617
120 2 0.819526
120 1 0.572115
120 1 0.704936
120 1 0.728495
120 2 0.639342
120 1 0.617584
120 2 0.492407
120 1 0.684538
120 2 0.722294
120 2 0.905172
120 1 0.560823
120 1 0.694277
120 1 0.638487
120 1 0.822708
120 1 0.641579
120 1 0.646609
120 1 0.504757
120 2 0.785139
120 2 0.589385
120 2 0.561554
120 1 0.726051
120 2 0.572934
120 1 0.734595
120 2 0.675882
120 1 0.916764
120 2 0.729896
120 2 0.728688
120 2 0.631602
120 2 0.856719
120 1 0.761306
120 2 0.966881
120 2 0.795863
120 1 0.688142
120 1 0.523881
120 2 0.626719
120 2 0.615412
120 1 0.589222
120 2 0.705397
120 2 0.776911
120 1 0.5818
120 1 0.690635
120 1 0.470689
120 2 0.615465
120 2 0.582147
120 2 0.731849
120 1 0.68612
120 1 0.550306
120 1 0.572757
120 1 0.585615
120 2 0.637787
120 2 0.787852
120 2 0.680042
120 1 0.86394
120 1 0.77753
120 1 0.654445
120 2 0.567953
120 1 0.788938
120 2 0.681027
120 1 0.689965
120 2 0.666133
120 2 0.658668
120 1 0.769022
120 1 0.609416
120 1 0.68069
120 2 0.584105
120 1 0.556258
120 2 0.679288
120 2 0.775747
120 2 0.780654
120 1 0.672564
120 1 0.641408
120 2 0.58762
120 1 0.719784
